neurotransmitter,class,subclass,supertype,cluster,neurotransmitter_color,class_color,subclass_color,supertype_color,cluster_color,num_cells_in_cluster
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0651 CM-IAD-CL-PCN Sema5b Glut_3,2642 CM-IAD-CL-PCN Sema5b Glut_3,#2B93DF,#0D47A1,#076600,#7ACCB1,#96FF4D,130
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0652 CM-IAD-CL-PCN Sema5b Glut_4,2643 CM-IAD-CL-PCN Sema5b Glut_4,#2B93DF,#0D47A1,#076600,#CC7D7A,#660F25,367
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0652 CM-IAD-CL-PCN Sema5b Glut_4,2644 CM-IAD-CL-PCN Sema5b Glut_4,#2B93DF,#0D47A1,#076600,#CC7D7A,#7ACC7D,296
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0652 CM-IAD-CL-PCN Sema5b Glut_4,2645 CM-IAD-CL-PCN Sema5b Glut_4,#2B93DF,#0D47A1,#076600,#CC7D7A,#66540F,195
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0653 CM-IAD-CL-PCN Sema5b Glut_5,2646 CM-IAD-CL-PCN Sema5b Glut_5,#2B93DF,#0D47A1,#076600,#CC0A00,#3D5466,110
Glut,18 TH Glut,150 CM-IAD-CL-PCN Sema5b Glut,0653 CM-IAD-CL-PCN Sema5b Glut_5,2647 CM-IAD-CL-PCN Sema5b Glut_5,#2B93DF,#0D47A1,#076600,#CC0A00,#661F30,13
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0654 TH Prkcd Grin2c Glut_1,2648 TH Prkcd Grin2c Glut_1,#2B93DF,#0D47A1,#68e497,#00CC33,#1A0066,11055
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0654 TH Prkcd Grin2c Glut_1,2649 TH Prkcd Grin2c Glut_1,#2B93DF,#0D47A1,#68e497,#00CC33,#B31FCC,6225
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0655 TH Prkcd Grin2c Glut_2,2650 TH Prkcd Grin2c Glut_2,#2B93DF,#0D47A1,#68e497,#0F6652,#FFB599,1764
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0656 TH Prkcd Grin2c Glut_3,2651 TH Prkcd Grin2c Glut_3,#2B93DF,#0D47A1,#68e497,#A67ACC,#2E6366,692
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0656 TH Prkcd Grin2c Glut_3,2652 TH Prkcd Grin2c Glut_3,#2B93DF,#0D47A1,#68e497,#A67ACC,#7ACCB1,265
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0657 TH Prkcd Grin2c Glut_4,2653 TH Prkcd Grin2c Glut_4,#2B93DF,#0D47A1,#68e497,#CC7ABC,#FFAB99,110
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0657 TH Prkcd Grin2c Glut_4,2654 TH Prkcd Grin2c Glut_4,#2B93DF,#0D47A1,#68e497,#CC7ABC,#6DCC5C,295
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0658 TH Prkcd Grin2c Glut_5,2655 TH Prkcd Grin2c Glut_5,#2B93DF,#0D47A1,#68e497,#66311F,#ACCC1F,198
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0658 TH Prkcd Grin2c Glut_5,2656 TH Prkcd Grin2c Glut_5,#2B93DF,#0D47A1,#68e497,#66311F,#869945,90
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0658 TH Prkcd Grin2c Glut_5,2657 TH Prkcd Grin2c Glut_5,#2B93DF,#0D47A1,#68e497,#66311F,#3D0F66,262
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0658 TH Prkcd Grin2c Glut_5,2658 TH Prkcd Grin2c Glut_5,#2B93DF,#0D47A1,#68e497,#66311F,#993D00,1211
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0659 TH Prkcd Grin2c Glut_6,2659 TH Prkcd Grin2c Glut_6,#2B93DF,#0D47A1,#68e497,#4DBEFF,#7A8ACC,77
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0659 TH Prkcd Grin2c Glut_6,2660 TH Prkcd Grin2c Glut_6,#2B93DF,#0D47A1,#68e497,#4DBEFF,#370099,831
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0659 TH Prkcd Grin2c Glut_6,2661 TH Prkcd Grin2c Glut_6,#2B93DF,#0D47A1,#68e497,#4DBEFF,#CC7AB5,173
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0659 TH Prkcd Grin2c Glut_6,2662 TH Prkcd Grin2c Glut_6,#2B93DF,#0D47A1,#68e497,#4DBEFF,#2E6659,1083
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0659 TH Prkcd Grin2c Glut_6,2663 TH Prkcd Grin2c Glut_6,#2B93DF,#0D47A1,#68e497,#4DBEFF,#885C99,1636
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0659 TH Prkcd Grin2c Glut_6,2664 TH Prkcd Grin2c Glut_6,#2B93DF,#0D47A1,#68e497,#4DBEFF,#00FF0E,1177
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0660 TH Prkcd Grin2c Glut_7,2665 TH Prkcd Grin2c Glut_7,#2B93DF,#0D47A1,#68e497,#5A3D66,#2D0099,703
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0660 TH Prkcd Grin2c Glut_7,2666 TH Prkcd Grin2c Glut_7,#2B93DF,#0D47A1,#68e497,#5A3D66,#553D66,19
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0660 TH Prkcd Grin2c Glut_7,2667 TH Prkcd Grin2c Glut_7,#2B93DF,#0D47A1,#68e497,#5A3D66,#00CC8D,127
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0661 TH Prkcd Grin2c Glut_8,2668 TH Prkcd Grin2c Glut_8,#2B93DF,#0D47A1,#68e497,#FF5F26,#998C00,130
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0661 TH Prkcd Grin2c Glut_8,2669 TH Prkcd Grin2c Glut_8,#2B93DF,#0D47A1,#68e497,#FF5F26,#996600,59
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0661 TH Prkcd Grin2c Glut_8,2670 TH Prkcd Grin2c Glut_8,#2B93DF,#0D47A1,#68e497,#FF5F26,#992E88,53
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0661 TH Prkcd Grin2c Glut_8,2671 TH Prkcd Grin2c Glut_8,#2B93DF,#0D47A1,#68e497,#FF5F26,#815C99,69
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0661 TH Prkcd Grin2c Glut_8,2672 TH Prkcd Grin2c Glut_8,#2B93DF,#0D47A1,#68e497,#FF5F26,#CC8C00,272
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0661 TH Prkcd Grin2c Glut_8,2673 TH Prkcd Grin2c Glut_8,#2B93DF,#0D47A1,#68e497,#FF5F26,#CD4DFF,135
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0662 TH Prkcd Grin2c Glut_9,2674 TH Prkcd Grin2c Glut_9,#2B93DF,#0D47A1,#68e497,#42CC3D,#58661F,673
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0662 TH Prkcd Grin2c Glut_9,2675 TH Prkcd Grin2c Glut_9,#2B93DF,#0D47A1,#68e497,#42CC3D,#5E2E66,346
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0662 TH Prkcd Grin2c Glut_9,2676 TH Prkcd Grin2c Glut_9,#2B93DF,#0D47A1,#68e497,#42CC3D,#000D66,329
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0663 TH Prkcd Grin2c Glut_10,2677 TH Prkcd Grin2c Glut_10,#2B93DF,#0D47A1,#68e497,#FFBD73,#CCFF00,692
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0663 TH Prkcd Grin2c Glut_10,2678 TH Prkcd Grin2c Glut_10,#2B93DF,#0D47A1,#68e497,#FFBD73,#6026FF,2279
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0664 TH Prkcd Grin2c Glut_11,2679 TH Prkcd Grin2c Glut_11,#2B93DF,#0D47A1,#68e497,#9E26FF,#CC1F2D,203
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0664 TH Prkcd Grin2c Glut_11,2680 TH Prkcd Grin2c Glut_11,#2B93DF,#0D47A1,#68e497,#9E26FF,#3DCC51,348
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,2681 TH Prkcd Grin2c Glut_12,#2B93DF,#0D47A1,#68e497,#89995C,#1F4E66,570
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0665 TH Prkcd Grin2c Glut_12,2682 TH Prkcd Grin2c Glut_12,#2B93DF,#0D47A1,#68e497,#89995C,#CC5CBA,562
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0666 TH Prkcd Grin2c Glut_13,2683 TH Prkcd Grin2c Glut_13,#2B93DF,#0D47A1,#68e497,#543DCC,#490F66,1611
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0666 TH Prkcd Grin2c Glut_13,2684 TH Prkcd Grin2c Glut_13,#2B93DF,#0D47A1,#68e497,#543DCC,#30992E,42
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0666 TH Prkcd Grin2c Glut_13,2685 TH Prkcd Grin2c Glut_13,#2B93DF,#0D47A1,#68e497,#543DCC,#FFF84D,59
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0666 TH Prkcd Grin2c Glut_13,2686 TH Prkcd Grin2c Glut_13,#2B93DF,#0D47A1,#68e497,#543DCC,#3DBACC,401
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0666 TH Prkcd Grin2c Glut_13,2687 TH Prkcd Grin2c Glut_13,#2B93DF,#0D47A1,#68e497,#543DCC,#662900,1209
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0667 TH Prkcd Grin2c Glut_14,2688 TH Prkcd Grin2c Glut_14,#2B93DF,#0D47A1,#68e497,#CC1FA2,#66600F,169
Glut,18 TH Glut,151 TH Prkcd Grin2c Glut,0667 TH Prkcd Grin2c Glut_14,2689 TH Prkcd Grin2c Glut_14,#2B93DF,#0D47A1,#68e497,#CC1FA2,#663D54,261
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0668 RE-Xi Nox4 Glut_1,2690 RE-Xi Nox4 Glut_1,#2B93DF,#0D47A1,#663D57,#7AC3CC,#99FDFF,159
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0668 RE-Xi Nox4 Glut_1,2691 RE-Xi Nox4 Glut_1,#2B93DF,#0D47A1,#663D57,#7AC3CC,#006603,176
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0668 RE-Xi Nox4 Glut_1,2692 RE-Xi Nox4 Glut_1,#2B93DF,#0D47A1,#663D57,#7AC3CC,#1FCC26,393
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0668 RE-Xi Nox4 Glut_1,2693 RE-Xi Nox4 Glut_1,#2B93DF,#0D47A1,#663D57,#7AC3CC,#6E4599,52
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0669 RE-Xi Nox4 Glut_2,2694 RE-Xi Nox4 Glut_2,#2B93DF,#0D47A1,#663D57,#73FFF8,#008399,123
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0669 RE-Xi Nox4 Glut_2,2695 RE-Xi Nox4 Glut_2,#2B93DF,#0D47A1,#663D57,#73FFF8,#99D6FF,508
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0669 RE-Xi Nox4 Glut_2,2696 RE-Xi Nox4 Glut_2,#2B93DF,#0D47A1,#663D57,#73FFF8,#661F5C,418
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0669 RE-Xi Nox4 Glut_2,2697 RE-Xi Nox4 Glut_2,#2B93DF,#0D47A1,#663D57,#73FFF8,#993D17,191
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0670 RE-Xi Nox4 Glut_3,2698 RE-Xi Nox4 Glut_3,#2B93DF,#0D47A1,#663D57,#CC993D,#73FF79,864
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0670 RE-Xi Nox4 Glut_3,2699 RE-Xi Nox4 Glut_3,#2B93DF,#0D47A1,#663D57,#CC993D,#94CC1F,392
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0670 RE-Xi Nox4 Glut_3,2700 RE-Xi Nox4 Glut_3,#2B93DF,#0D47A1,#663D57,#CC993D,#579917,201
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0670 RE-Xi Nox4 Glut_3,2701 RE-Xi Nox4 Glut_3,#2B93DF,#0D47A1,#663D57,#CC993D,#620F66,117
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0670 RE-Xi Nox4 Glut_3,2702 RE-Xi Nox4 Glut_3,#2B93DF,#0D47A1,#663D57,#CC993D,#3DCCBE,125
Glut,18 TH Glut,152 RE-Xi Nox4 Glut,0671 RE-Xi Nox4 Glut_4,2703 RE-Xi Nox4 Glut_4,#2B93DF,#0D47A1,#663D57,#991720,#26FFF1,28
Glut,18 TH Glut,153 MG-POL-SGN Nts Glut,0672 MG-POL-SGN Nts Glut_1,2704 MG-POL-SGN Nts Glut_1,#2B93DF,#0D47A1,#992E38,#CC1F7C,#990063,45
Glut,18 TH Glut,153 MG-POL-SGN Nts Glut,0672 MG-POL-SGN Nts Glut_1,2705 MG-POL-SGN Nts Glut_1,#2B93DF,#0D47A1,#992E38,#CC1F7C,#480066,130
Glut,18 TH Glut,153 MG-POL-SGN Nts Glut,0672 MG-POL-SGN Nts Glut_1,2706 MG-POL-SGN Nts Glut_1,#2B93DF,#0D47A1,#992E38,#CC1F7C,#2E2F99,288
Glut,18 TH Glut,153 MG-POL-SGN Nts Glut,0673 MG-POL-SGN Nts Glut_2,2707 MG-POL-SGN Nts Glut_2,#2B93DF,#0D47A1,#992E38,#0E6600,#3E1799,51
Glut,18 TH Glut,153 MG-POL-SGN Nts Glut,0673 MG-POL-SGN Nts Glut_2,2708 MG-POL-SGN Nts Glut_2,#2B93DF,#0D47A1,#992E38,#0E6600,#994556,12
Glut,18 TH Glut,153 MG-POL-SGN Nts Glut,0673 MG-POL-SGN Nts Glut_2,2709 MG-POL-SGN Nts Glut_2,#2B93DF,#0D47A1,#992E38,#0E6600,#66661F,64
Glut,18 TH Glut,154 PF Fzd5 Glut,0674 PF Fzd5 Glut_1,2710 PF Fzd5 Glut_1,#2B93DF,#0D47A1,#1C0099,#99472E,#794DFF,103
Glut,18 TH Glut,154 PF Fzd5 Glut,0674 PF Fzd5 Glut_1,2711 PF Fzd5 Glut_1,#2B93DF,#0D47A1,#1C0099,#99472E,#5C7699,66
Glut,18 TH Glut,154 PF Fzd5 Glut,0674 PF Fzd5 Glut_1,2712 PF Fzd5 Glut_1,#2B93DF,#0D47A1,#1C0099,#99472E,#402E99,108
Glut,18 TH Glut,154 PF Fzd5 Glut,0674 PF Fzd5 Glut_1,2713 PF Fzd5 Glut_1,#2B93DF,#0D47A1,#1C0099,#99472E,#4DFF6C,290
Glut,18 TH Glut,154 PF Fzd5 Glut,0674 PF Fzd5 Glut_1,2714 PF Fzd5 Glut_1,#2B93DF,#0D47A1,#1C0099,#99472E,#26D7FF,26
Glut,18 TH Glut,154 PF Fzd5 Glut,0674 PF Fzd5 Glut_1,2715 PF Fzd5 Glut_1,#2B93DF,#0D47A1,#1C0099,#99472E,#B53DCC,72
Glut,18 TH Glut,154 PF Fzd5 Glut,0674 PF Fzd5 Glut_1,2716 PF Fzd5 Glut_1,#2B93DF,#0D47A1,#1C0099,#99472E,#1F3C66,100
Glut,18 TH Glut,154 PF Fzd5 Glut,0674 PF Fzd5 Glut_1,2717 PF Fzd5 Glut_1,#2B93DF,#0D47A1,#1C0099,#99472E,#51661F,204
Glut,18 TH Glut,154 PF Fzd5 Glut,0674 PF Fzd5 Glut_1,2718 PF Fzd5 Glut_1,#2B93DF,#0D47A1,#1C0099,#99472E,#D0FF99,90
Glut,18 TH Glut,154 PF Fzd5 Glut,0674 PF Fzd5 Glut_1,2719 PF Fzd5 Glut_1,#2B93DF,#0D47A1,#1C0099,#99472E,#260F66,184
Glut,18 TH Glut,154 PF Fzd5 Glut,0675 PF Fzd5 Glut_2,2720 PF Fzd5 Glut_2,#2B93DF,#0D47A1,#1C0099,#454599,#611FCC,441
Glut,18 TH Glut,154 PF Fzd5 Glut,0675 PF Fzd5 Glut_2,2721 PF Fzd5 Glut_2,#2B93DF,#0D47A1,#1C0099,#454599,#664C1F,323
Glut,18 TH Glut,154 PF Fzd5 Glut,0675 PF Fzd5 Glut_2,2722 PF Fzd5 Glut_2,#2B93DF,#0D47A1,#1C0099,#454599,#0F6610,217
Glut,18 TH Glut,154 PF Fzd5 Glut,0675 PF Fzd5 Glut_2,2723 PF Fzd5 Glut_2,#2B93DF,#0D47A1,#1C0099,#454599,#91995C,774
Glut,18 TH Glut,154 PF Fzd5 Glut,0675 PF Fzd5 Glut_2,2724 PF Fzd5 Glut_2,#2B93DF,#0D47A1,#1C0099,#454599,#392E99,738
Glut,18 TH Glut,154 PF Fzd5 Glut,0675 PF Fzd5 Glut_2,2725 PF Fzd5 Glut_2,#2B93DF,#0D47A1,#1C0099,#454599,#CC4C1F,270
Glut,19 MB Glut,155 PRC-PAG Pax6 Glut,0677 PRC-PAG Pax6 Glut_2,2734 PRC-PAG Pax6 Glut_2,#2B93DF,#007200,#3D6566,#99ECFF,#171C99,1
Glut,19 MB Glut,155 PRC-PAG Pax6 Glut,0677 PRC-PAG Pax6 Glut_2,2735 PRC-PAG Pax6 Glut_2,#2B93DF,#007200,#3D6566,#99ECFF,#995C63,6
Glut,19 MB Glut,155 PRC-PAG Pax6 Glut,0677 PRC-PAG Pax6 Glut_2,2736 PRC-PAG Pax6 Glut_2,#2B93DF,#007200,#3D6566,#99ECFF,#997E5C,26
Glut,19 MB Glut,155 PRC-PAG Pax6 Glut,0677 PRC-PAG Pax6 Glut_2,2738 PRC-PAG Pax6 Glut_2,#2B93DF,#007200,#3D6566,#99ECFF,#993300,1
Glut,19 MB Glut,155 PRC-PAG Pax6 Glut,0677 PRC-PAG Pax6 Glut_2,2739 PRC-PAG Pax6 Glut_2,#2B93DF,#007200,#3D6566,#99ECFF,#18660F,9
Glut,19 MB Glut,155 PRC-PAG Pax6 Glut,0680 PRC-PAG Pax6 Glut_5,2751 PRC-PAG Pax6 Glut_5,#2B93DF,#007200,#3D6566,#996345,#660F12,1
Glut,19 MB Glut,156 MB-ant-ve Dmrta2 Glut,0681 MB-ant-ve Dmrta2 Glut_1,2753 MB-ant-ve Dmrta2 Glut_1,#2B93DF,#007200,#99862E,#176599,#006499,1
Glut,19 MB Glut,156 MB-ant-ve Dmrta2 Glut,0681 MB-ant-ve Dmrta2 Glut_1,2754 MB-ant-ve Dmrta2 Glut_1,#2B93DF,#007200,#99862E,#176599,#0F6625,8
Glut,19 MB Glut,156 MB-ant-ve Dmrta2 Glut,0681 MB-ant-ve Dmrta2 Glut_1,2756 MB-ant-ve Dmrta2 Glut_1,#2B93DF,#007200,#99862E,#176599,#73FF92,29
Glut,19 MB Glut,156 MB-ant-ve Dmrta2 Glut,0681 MB-ant-ve Dmrta2 Glut_1,2760 MB-ant-ve Dmrta2 Glut_1,#2B93DF,#007200,#99862E,#176599,#99173E,71
Glut,19 MB Glut,158 MRN-PAG Nkx6-1 Glut,0683 MRN-PAG Nkx6-1 Glut_1,2764 MRN-PAG Nkx6-1 Glut_1,#2B93DF,#007200,#B6FF4D,#73CA00,#CC6F1F,1
Glut,19 MB Glut,159 IF-RL-CLI-PAG Foxa1 Glut,0686 IF-RL-CLI-PAG Foxa1 Glut_2,2774 IF-RL-CLI-PAG Foxa1 Glut_2,#2B93DF,#007200,#63FF26,#99004E,#2E6648,2
Glut,19 MB Glut,159 IF-RL-CLI-PAG Foxa1 Glut,0689 IF-RL-CLI-PAG Foxa1 Glut_5,2780 IF-RL-CLI-PAG Foxa1 Glut_5,#2B93DF,#007200,#63FF26,#2E9997,#C94DFF,14
Glut,19 MB Glut,160 PAG-SC Neurod2 Meis2 Glut,0693 PAG-SC Neurod2 Meis2 Glut_4,2792 PAG-SC Neurod2 Meis2 Glut_4,#2B93DF,#007200,#2E7799,#491799,#3D6646,1
Glut,19 MB Glut,163 APN C1ql2 Glut,0702 APN C1ql2 Glut_1,2841 APN C1ql2 Glut_1,#2B93DF,#007200,#5C64CC,#843DCC,#6E5C99,7
Glut,19 MB Glut,163 APN C1ql2 Glut,0702 APN C1ql2 Glut_1,2842 APN C1ql2 Glut_1,#2B93DF,#007200,#5C64CC,#843DCC,#179987,16
Glut,19 MB Glut,163 APN C1ql2 Glut,0702 APN C1ql2 Glut_1,2843 APN C1ql2 Glut_1,#2B93DF,#007200,#5C64CC,#843DCC,#CC5C9E,7
Glut,19 MB Glut,163 APN C1ql2 Glut,0702 APN C1ql2 Glut_1,2844 APN C1ql2 Glut_1,#2B93DF,#007200,#5C64CC,#843DCC,#006615,8
Glut,19 MB Glut,163 APN C1ql2 Glut,0702 APN C1ql2 Glut_1,2845 APN C1ql2 Glut_1,#2B93DF,#007200,#5C64CC,#843DCC,#870099,4
Glut,19 MB Glut,163 APN C1ql2 Glut,0702 APN C1ql2 Glut_1,2847 APN C1ql2 Glut_1,#2B93DF,#007200,#5C64CC,#843DCC,#26FFE3,10
Glut,19 MB Glut,164 APN C1ql4 Glut,0703 APN C1ql4 Glut_1,2848 APN C1ql4 Glut_1,#2B93DF,#007200,#1FCC4D,#660F39,#CBCC3D,1
Glut,19 MB Glut,164 APN C1ql4 Glut,0703 APN C1ql4 Glut_1,2851 APN C1ql4 Glut_1,#2B93DF,#007200,#1FCC4D,#660F39,#179972,37
Glut,19 MB Glut,164 APN C1ql4 Glut,0703 APN C1ql4 Glut_1,2852 APN C1ql4 Glut_1,#2B93DF,#007200,#1FCC4D,#660F39,#829945,16
Glut,19 MB Glut,164 APN C1ql4 Glut,0703 APN C1ql4 Glut_1,2853 APN C1ql4 Glut_1,#2B93DF,#007200,#1FCC4D,#660F39,#001199,4
Glut,19 MB Glut,164 APN C1ql4 Glut,0703 APN C1ql4 Glut_1,2854 APN C1ql4 Glut_1,#2B93DF,#007200,#1FCC4D,#660F39,#73FF95,15
Glut,19 MB Glut,164 APN C1ql4 Glut,0703 APN C1ql4 Glut_1,2855 APN C1ql4 Glut_1,#2B93DF,#007200,#1FCC4D,#660F39,#D026FF,1
Glut,19 MB Glut,164 APN C1ql4 Glut,0703 APN C1ql4 Glut_1,2856 APN C1ql4 Glut_1,#2B93DF,#007200,#1FCC4D,#660F39,#66662E,1
Glut,19 MB Glut,166 MRN Pou3f1 C1ql4 Glut,0710 MRN Pou3f1 C1ql4 Glut_1,2885 MRN Pou3f1 C1ql4 Glut_1,#2B93DF,#007200,#005C99,#FF4D73,#990014,10
Glut,19 MB Glut,166 MRN Pou3f1 C1ql4 Glut,0710 MRN Pou3f1 C1ql4 Glut_1,2888 MRN Pou3f1 C1ql4 Glut_1,#2B93DF,#007200,#005C99,#FF4D73,#1F664D,1
Glut,19 MB Glut,166 MRN Pou3f1 C1ql4 Glut,0710 MRN Pou3f1 C1ql4 Glut_1,2889 MRN Pou3f1 C1ql4 Glut_1,#2B93DF,#007200,#005C99,#FF4D73,#1F2ECC,13
Glut,19 MB Glut,166 MRN Pou3f1 C1ql4 Glut,0711 MRN Pou3f1 C1ql4 Glut_2,2890 MRN Pou3f1 C1ql4 Glut_2,#2B93DF,#007200,#005C99,#4DFF9A,#5E6600,1
Glut,19 MB Glut,166 MRN Pou3f1 C1ql4 Glut,0711 MRN Pou3f1 C1ql4 Glut_2,2891 MRN Pou3f1 C1ql4 Glut_2,#2B93DF,#007200,#005C99,#4DFF9A,#A4FF99,4
Glut,19 MB Glut,166 MRN Pou3f1 C1ql4 Glut,0711 MRN Pou3f1 C1ql4 Glut_2,2893 MRN Pou3f1 C1ql4 Glut_2,#2B93DF,#007200,#005C99,#4DFF9A,#FF9B73,3
Glut,19 MB Glut,167 PRC-PAG Tcf7l2 Irx2 Glut,0713 PRC-PAG Tcf7l2 Irx2 Glut_1,2898 PRC-PAG Tcf7l2 Irx2 Glut_1,#2B93DF,#007200,#889917,#120066,#44663D,1
